"Priority","Status","XmlFile","GroupId","VarId","Label","DisplayType","CurrentValue","PreferredValue","Recommendation","Reason","ReviewBasis","Options","Presets"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb1","bomb1_pos_y_campfire","campfire_base_pos_y","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb1_pos_x_campfire=-0.23, bomb1_pos_y_campfire=0.08, bomb1_pos_z_campfire=0, bomb1_roll_campfire=180, bomb1_pitch_campfire=0, bomb1_yaw_campfire=0, campfire_dontattach_bomb1=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb1","bomb1_pos_z_campfire","campfire_base_pos_z","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb1_pos_x_campfire=-0.23, bomb1_pos_y_campfire=0.08, bomb1_pos_z_campfire=0, bomb1_roll_campfire=180, bomb1_pitch_campfire=0, bomb1_yaw_campfire=0, campfire_dontattach_bomb1=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb1","bomb1_roll_campfire","campfire_base_pos_roll","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb1_pos_x_campfire=-0.23, bomb1_pos_y_campfire=0.08, bomb1_pos_z_campfire=0, bomb1_roll_campfire=180, bomb1_pitch_campfire=0, bomb1_yaw_campfire=0, campfire_dontattach_bomb1=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb1","bomb1_pitch_campfire","campfire_base_pos_pitch","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb1_pos_x_campfire=-0.23, bomb1_pos_y_campfire=0.08, bomb1_pos_z_campfire=0, bomb1_roll_campfire=180, bomb1_pitch_campfire=0, bomb1_yaw_campfire=0, campfire_dontattach_bomb1=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb1","bomb1_yaw_campfire","campfire_base_pos_yaw","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb1_pos_x_campfire=-0.23, bomb1_pos_y_campfire=0.08, bomb1_pos_z_campfire=0, bomb1_roll_campfire=180, bomb1_pitch_campfire=0, bomb1_yaw_campfire=0, campfire_dontattach_bomb1=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb2","campfire_enable_changes_bomb2","campfire_enable_changes","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb2_pos_x_campfire=-0.23, bomb2_pos_y_campfire=-0.08, bomb2_pos_z_campfire=0, bomb2_roll_campfire=180, bomb2_pitch_campfire=0, bomb2_yaw_campfire=0, campfire_dontattach_bomb2=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb2","campfire_exclude_bomb2","swords_campfire_exclude_any","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb2_pos_x_campfire=-0.23, bomb2_pos_y_campfire=-0.08, bomb2_pos_z_campfire=0, bomb2_roll_campfire=180, bomb2_pitch_campfire=0, bomb2_yaw_campfire=0, campfire_dontattach_bomb2=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb2","campfire_dontattach_bomb2","swords_campfire_dontattach","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb2_pos_x_campfire=-0.23, bomb2_pos_y_campfire=-0.08, bomb2_pos_z_campfire=0, bomb2_roll_campfire=180, bomb2_pitch_campfire=0, bomb2_yaw_campfire=0, campfire_dontattach_bomb2=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb2","bomb2_pos_x_campfire","campfire_base_pos_x","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb2_pos_x_campfire=-0.23, bomb2_pos_y_campfire=-0.08, bomb2_pos_z_campfire=0, bomb2_roll_campfire=180, bomb2_pitch_campfire=0, bomb2_yaw_campfire=0, campfire_dontattach_bomb2=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb2","bomb2_pos_y_campfire","campfire_base_pos_y","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb2_pos_x_campfire=-0.23, bomb2_pos_y_campfire=-0.08, bomb2_pos_z_campfire=0, bomb2_roll_campfire=180, bomb2_pitch_campfire=0, bomb2_yaw_campfire=0, campfire_dontattach_bomb2=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb2","bomb2_pos_z_campfire","campfire_base_pos_z","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb2_pos_x_campfire=-0.23, bomb2_pos_y_campfire=-0.08, bomb2_pos_z_campfire=0, bomb2_roll_campfire=180, bomb2_pitch_campfire=0, bomb2_yaw_campfire=0, campfire_dontattach_bomb2=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb2","bomb2_roll_campfire","campfire_base_pos_roll","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb2_pos_x_campfire=-0.23, bomb2_pos_y_campfire=-0.08, bomb2_pos_z_campfire=0, bomb2_roll_campfire=180, bomb2_pitch_campfire=0, bomb2_yaw_campfire=0, campfire_dontattach_bomb2=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb2","bomb2_pitch_campfire","campfire_base_pos_pitch","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb2_pos_x_campfire=-0.23, bomb2_pos_y_campfire=-0.08, bomb2_pos_z_campfire=0, bomb2_roll_campfire=180, bomb2_pitch_campfire=0, bomb2_yaw_campfire=0, campfire_dontattach_bomb2=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb2","bomb2_yaw_campfire","campfire_base_pos_yaw","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb2_pos_x_campfire=-0.23, bomb2_pos_y_campfire=-0.08, bomb2_pos_z_campfire=0, bomb2_roll_campfire=180, bomb2_pitch_campfire=0, bomb2_yaw_campfire=0, campfire_dontattach_bomb2=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb3","campfire_enable_changes_bomb3","campfire_enable_changes","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb3_pos_x_campfire=-0.1, bomb3_pos_y_campfire=-0.08, bomb3_pos_z_campfire=0, bomb3_roll_campfire=180, bomb3_pitch_campfire=0, bomb3_yaw_campfire=0, campfire_dontattach_bomb3=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb3","campfire_exclude_bomb3","swords_campfire_exclude_any","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb3_pos_x_campfire=-0.1, bomb3_pos_y_campfire=-0.08, bomb3_pos_z_campfire=0, bomb3_roll_campfire=180, bomb3_pitch_campfire=0, bomb3_yaw_campfire=0, campfire_dontattach_bomb3=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb3","campfire_dontattach_bomb3","swords_campfire_dontattach","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb3_pos_x_campfire=-0.1, bomb3_pos_y_campfire=-0.08, bomb3_pos_z_campfire=0, bomb3_roll_campfire=180, bomb3_pitch_campfire=0, bomb3_yaw_campfire=0, campfire_dontattach_bomb3=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb3","bomb3_pos_x_campfire","campfire_base_pos_x","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb3_pos_x_campfire=-0.1, bomb3_pos_y_campfire=-0.08, bomb3_pos_z_campfire=0, bomb3_roll_campfire=180, bomb3_pitch_campfire=0, bomb3_yaw_campfire=0, campfire_dontattach_bomb3=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb3","bomb3_pos_y_campfire","campfire_base_pos_y","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb3_pos_x_campfire=-0.1, bomb3_pos_y_campfire=-0.08, bomb3_pos_z_campfire=0, bomb3_roll_campfire=180, bomb3_pitch_campfire=0, bomb3_yaw_campfire=0, campfire_dontattach_bomb3=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb3","bomb3_pos_z_campfire","campfire_base_pos_z","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb3_pos_x_campfire=-0.1, bomb3_pos_y_campfire=-0.08, bomb3_pos_z_campfire=0, bomb3_roll_campfire=180, bomb3_pitch_campfire=0, bomb3_yaw_campfire=0, campfire_dontattach_bomb3=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb3","bomb3_roll_campfire","campfire_base_pos_roll","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb3_pos_x_campfire=-0.1, bomb3_pos_y_campfire=-0.08, bomb3_pos_z_campfire=0, bomb3_roll_campfire=180, bomb3_pitch_campfire=0, bomb3_yaw_campfire=0, campfire_dontattach_bomb3=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb3","bomb3_pitch_campfire","campfire_base_pos_pitch","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb3_pos_x_campfire=-0.1, bomb3_pos_y_campfire=-0.08, bomb3_pos_z_campfire=0, bomb3_roll_campfire=180, bomb3_pitch_campfire=0, bomb3_yaw_campfire=0, campfire_dontattach_bomb3=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb3","bomb3_yaw_campfire","campfire_base_pos_yaw","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb3_pos_x_campfire=-0.1, bomb3_pos_y_campfire=-0.08, bomb3_pos_z_campfire=0, bomb3_roll_campfire=180, bomb3_pitch_campfire=0, bomb3_yaw_campfire=0, campfire_dontattach_bomb3=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb4","campfire_enable_changes_bomb4","campfire_enable_changes","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb4_pos_x_campfire=-0.1, bomb4_pos_y_campfire=0.08, bomb4_pos_z_campfire=0, bomb4_roll_campfire=180, bomb4_pitch_campfire=0, bomb4_yaw_campfire=0, campfire_dontattach_bomb4=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb4","campfire_exclude_bomb4","swords_campfire_exclude_any","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb4_pos_x_campfire=-0.1, bomb4_pos_y_campfire=0.08, bomb4_pos_z_campfire=0, bomb4_roll_campfire=180, bomb4_pitch_campfire=0, bomb4_yaw_campfire=0, campfire_dontattach_bomb4=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb4","campfire_dontattach_bomb4","swords_campfire_dontattach","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb4_pos_x_campfire=-0.1, bomb4_pos_y_campfire=0.08, bomb4_pos_z_campfire=0, bomb4_roll_campfire=180, bomb4_pitch_campfire=0, bomb4_yaw_campfire=0, campfire_dontattach_bomb4=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb4","bomb4_pos_x_campfire","campfire_base_pos_x","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb4_pos_x_campfire=-0.1, bomb4_pos_y_campfire=0.08, bomb4_pos_z_campfire=0, bomb4_roll_campfire=180, bomb4_pitch_campfire=0, bomb4_yaw_campfire=0, campfire_dontattach_bomb4=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb4","bomb4_pos_y_campfire","campfire_base_pos_y","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb4_pos_x_campfire=-0.1, bomb4_pos_y_campfire=0.08, bomb4_pos_z_campfire=0, bomb4_roll_campfire=180, bomb4_pitch_campfire=0, bomb4_yaw_campfire=0, campfire_dontattach_bomb4=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb4","bomb4_pos_z_campfire","campfire_base_pos_z","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb4_pos_x_campfire=-0.1, bomb4_pos_y_campfire=0.08, bomb4_pos_z_campfire=0, bomb4_roll_campfire=180, bomb4_pitch_campfire=0, bomb4_yaw_campfire=0, campfire_dontattach_bomb4=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb4","bomb4_roll_campfire","campfire_base_pos_roll","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb4_pos_x_campfire=-0.1, bomb4_pos_y_campfire=0.08, bomb4_pos_z_campfire=0, bomb4_roll_campfire=180, bomb4_pitch_campfire=0, bomb4_yaw_campfire=0, campfire_dontattach_bomb4=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb4","bomb4_pitch_campfire","campfire_base_pos_pitch","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb4_pos_x_campfire=-0.1, bomb4_pos_y_campfire=0.08, bomb4_pos_z_campfire=0, bomb4_roll_campfire=180, bomb4_pitch_campfire=0, bomb4_yaw_campfire=0, campfire_dontattach_bomb4=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bomb4","bomb4_yaw_campfire","campfire_base_pos_yaw","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bomb4_pos_x_campfire=-0.1, bomb4_pos_y_campfire=0.08, bomb4_pos_z_campfire=0, bomb4_roll_campfire=180, bomb4_pitch_campfire=0, bomb4_yaw_campfire=0, campfire_dontattach_bomb4=false}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bottle1","campfire_enable_changes_bottle1","campfire_enable_changes","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bottle1_pos_x_campfire=0.04, bottle1_pos_y_campfire=-0.2, bottle1_pos_z_campfire=-0.03, bottle1_roll_campfire=0, bottle1_pitch_campfire=180, bottle1_yaw_campfire=0, campfire_dontattach_bottle1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bottle1","campfire_exclude_bottle1","swords_campfire_exclude_any","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bottle1_pos_x_campfire=0.04, bottle1_pos_y_campfire=-0.2, bottle1_pos_z_campfire=-0.03, bottle1_roll_campfire=0, bottle1_pitch_campfire=180, bottle1_yaw_campfire=0, campfire_dontattach_bottle1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bottle1","campfire_dontattach_bottle1","swords_campfire_dontattach","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bottle1_pos_x_campfire=0.04, bottle1_pos_y_campfire=-0.2, bottle1_pos_z_campfire=-0.03, bottle1_roll_campfire=0, bottle1_pitch_campfire=180, bottle1_yaw_campfire=0, campfire_dontattach_bottle1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bottle1","bottle1_pos_x_campfire","campfire_base_pos_x","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bottle1_pos_x_campfire=0.04, bottle1_pos_y_campfire=-0.2, bottle1_pos_z_campfire=-0.03, bottle1_roll_campfire=0, bottle1_pitch_campfire=180, bottle1_yaw_campfire=0, campfire_dontattach_bottle1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bottle1","bottle1_pos_y_campfire","campfire_base_pos_y","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bottle1_pos_x_campfire=0.04, bottle1_pos_y_campfire=-0.2, bottle1_pos_z_campfire=-0.03, bottle1_roll_campfire=0, bottle1_pitch_campfire=180, bottle1_yaw_campfire=0, campfire_dontattach_bottle1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bottle1","bottle1_pos_z_campfire","campfire_base_pos_z","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bottle1_pos_x_campfire=0.04, bottle1_pos_y_campfire=-0.2, bottle1_pos_z_campfire=-0.03, bottle1_roll_campfire=0, bottle1_pitch_campfire=180, bottle1_yaw_campfire=0, campfire_dontattach_bottle1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bottle1","bottle1_roll_campfire","campfire_base_pos_roll","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bottle1_pos_x_campfire=0.04, bottle1_pos_y_campfire=-0.2, bottle1_pos_z_campfire=-0.03, bottle1_roll_campfire=0, bottle1_pitch_campfire=180, bottle1_yaw_campfire=0, campfire_dontattach_bottle1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bottle1","bottle1_pitch_campfire","campfire_base_pos_pitch","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bottle1_pos_x_campfire=0.04, bottle1_pos_y_campfire=-0.2, bottle1_pos_z_campfire=-0.03, bottle1_roll_campfire=0, bottle1_pitch_campfire=180, bottle1_yaw_campfire=0, campfire_dontattach_bottle1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_bottle1","bottle1_yaw_campfire","campfire_base_pos_yaw","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{bottle1_pos_x_campfire=0.04, bottle1_pos_y_campfire=-0.2, bottle1_pos_z_campfire=-0.03, bottle1_roll_campfire=0, bottle1_pitch_campfire=180, bottle1_yaw_campfire=0, campfire_dontattach_bottle1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_vial1","campfire_enable_changes_vial1","campfire_enable_changes","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{vial1_pos_x_campfire=-0.05, vial1_pos_y_campfire=-0.2, vial1_pos_z_campfire=-0.03, vial1_roll_campfire=180, vial1_pitch_campfire=0, vial1_yaw_campfire=0, campfire_dontattach_vial1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_vial1","campfire_exclude_vial1","swords_campfire_exclude_any","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{vial1_pos_x_campfire=-0.05, vial1_pos_y_campfire=-0.2, vial1_pos_z_campfire=-0.03, vial1_roll_campfire=180, vial1_pitch_campfire=0, vial1_yaw_campfire=0, campfire_dontattach_vial1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_vial1","campfire_dontattach_vial1","swords_campfire_dontattach","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{vial1_pos_x_campfire=-0.05, vial1_pos_y_campfire=-0.2, vial1_pos_z_campfire=-0.03, vial1_roll_campfire=180, vial1_pitch_campfire=0, vial1_yaw_campfire=0, campfire_dontattach_vial1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_vial1","vial1_pos_x_campfire","campfire_base_pos_x","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{vial1_pos_x_campfire=-0.05, vial1_pos_y_campfire=-0.2, vial1_pos_z_campfire=-0.03, vial1_roll_campfire=180, vial1_pitch_campfire=0, vial1_yaw_campfire=0, campfire_dontattach_vial1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_vial1","vial1_pos_y_campfire","campfire_base_pos_y","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{vial1_pos_x_campfire=-0.05, vial1_pos_y_campfire=-0.2, vial1_pos_z_campfire=-0.03, vial1_roll_campfire=180, vial1_pitch_campfire=0, vial1_yaw_campfire=0, campfire_dontattach_vial1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_vial1","vial1_pos_z_campfire","campfire_base_pos_z","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{vial1_pos_x_campfire=-0.05, vial1_pos_y_campfire=-0.2, vial1_pos_z_campfire=-0.03, vial1_roll_campfire=180, vial1_pitch_campfire=0, vial1_yaw_campfire=0, campfire_dontattach_vial1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_vial1","vial1_roll_campfire","campfire_base_pos_roll","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{vial1_pos_x_campfire=-0.05, vial1_pos_y_campfire=-0.2, vial1_pos_z_campfire=-0.03, vial1_roll_campfire=180, vial1_pitch_campfire=0, vial1_yaw_campfire=0, campfire_dontattach_vial1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_vial1","vial1_pitch_campfire","campfire_base_pos_pitch","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{vial1_pos_x_campfire=-0.05, vial1_pos_y_campfire=-0.2, vial1_pos_z_campfire=-0.03, vial1_roll_campfire=180, vial1_pitch_campfire=0, vial1_yaw_campfire=0, campfire_dontattach_vial1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_vial1","vial1_yaw_campfire","campfire_base_pos_yaw","SLIDER;-360;360;720","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{vial1_pos_x_campfire=-0.05, vial1_pos_y_campfire=-0.2, vial1_pos_z_campfire=-0.03, vial1_roll_campfire=180, vial1_pitch_campfire=0, vial1_yaw_campfire=0, campfire_dontattach_vial1=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_vial2","campfire_enable_changes_vial2","campfire_enable_changes","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{vial2_pos_x_campfire=-0.12, vial2_pos_y_campfire=-0.2, vial2_pos_z_campfire=-0.03, vial2_roll_campfire=180, vial2_pitch_campfire=0, vial2_yaw_campfire=0, campfire_dontattach_vial2=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_vial2","campfire_exclude_vial2","swords_campfire_exclude_any","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{vial2_pos_x_campfire=-0.12, vial2_pos_y_campfire=-0.2, vial2_pos_z_campfire=-0.03, vial2_roll_campfire=180, vial2_pitch_campfire=0, vial2_yaw_campfire=0, campfire_dontattach_vial2=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_vial2","campfire_dontattach_vial2","swords_campfire_dontattach","TOGGLE","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{vial2_pos_x_campfire=-0.12, vial2_pos_y_campfire=-0.2, vial2_pos_z_campfire=-0.03, vial2_roll_campfire=180, vial2_pitch_campfire=0, vial2_yaw_campfire=0, campfire_dontattach_vial2=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_vial2","vial2_pos_x_campfire","campfire_base_pos_x","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{vial2_pos_x_campfire=-0.12, vial2_pos_y_campfire=-0.2, vial2_pos_z_campfire=-0.03, vial2_roll_campfire=180, vial2_pitch_campfire=0, vial2_yaw_campfire=0, campfire_dontattach_vial2=true}"
"P2","Recommended","modASwordscampfire.xml","swords_campfire_vial2","vial2_pos_y_campfire","campfire_base_pos_y","SLIDER;-5.00;5.00;1000","","Keep default/preset","Keep current unless clutter/performance appears","Immersive gear display fits the target, but many object toggles can add visual clutter.","Local XML","","0:campfire_zero{vial2_pos_x_campfire=-0.12, vial2_pos_y_campfire=-0.2, vial2_pos_z_campfire=-0.03, vial2_roll_campfire=180, vial2_pitch_campfire=0, vial2_yaw_campfire=0, campfire_dontattach_vial2=true}"
